C0000886	['FN', 'PM', 'PT', 'PT', 'SY', 'CN', 'LA', 'LPDN', 'LPN', 'MH', 'PN', 'PT', 'PTCS', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY']
C0005821	['PM', 'PT', 'SY', 'MH', 'PN', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'FN', 'SY', 'LPDN', 'LPN', 'PM', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'PM', 'ET', 'SY', 'CN', 'ET', 'LA', 'LPDN', 'LPN', 'LS', 'SY', 'SY', 'SY', 'PM', 'SY', 'SY', 'SY', 'SY', 'ET', 'PM', 'PT', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'ET', 'IN', 'SY', 'SY']
C0005955	['SY', 'SY', 'PM', 'PT', 'PT', 'SY', 'MH', 'PT', 'PT', 'SY', 'PM', 'SY', 'PM', 'PM', 'PM']
C0007592	['ET', 'MH', 'PM', 'PM']
C0007600	['MH', 'PT', 'PT', 'PT', 'SY', 'PM', 'PT', 'SY', 'SY', 'SY', 'PT', 'PT', 'SY', 'SY', 'SY', 'PN', 'PT', 'PT', 'PM', 'PM']
C0007601	['MH', 'PM', 'ET', 'PM']
C0007603	['FN', 'MH', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY', 'SY', 'PM', 'PT', 'SY', 'SY', 'SY', 'SY', 'ET', 'SY', 'SY', 'PM', 'SY', 'SY', 'PM', 'PM', 'PM', 'SY', 'PM', 'PM', 'PM', 'ET', 'ET', 'ET', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'PM', 'SY', 'ET', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY']
C0007609	['ET', 'MH', 'PM', 'FN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PM', 'ET', 'PM']
C0007610	['ET', 'PT', 'SY', 'MH', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY', 'PM', 'AD', 'FN', 'SY', 'SY', 'LPDN', 'LPN', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'PM']
C0007623	['MH', 'PT', 'PT', 'PT', 'PM', 'SY', 'PM', 'PM']
C0007625	['PM', 'PT', 'MH', 'PT', 'PM', 'ET', 'PM', 'PM', 'PM', 'PM', 'PM']
C0007634	['FN', 'PT', 'SY', 'DN', 'PM', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'PT', 'SY', 'CN', 'LPDN', 'LPN', 'MH', 'PN', 'PT', 'PT', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'AD', 'SY', 'SY', 'PT', 'PT', 'SY', 'SY']
C0007635	['SY', 'PT', 'PM', 'SY', 'MH', 'PM', 'PT', 'FN', 'ET', 'PN', 'PT', 'PT']
C0007637	['PM', 'SY', 'PM', 'ET', 'PM', 'ET', 'ET', 'MH', 'PN', 'SY', 'PM', 'PT', 'PT', 'PT', 'PM', 'PTCS', 'PM']
C0007708	['FN', 'FN', 'PT', 'ET', 'ET', 'LPDN', 'LPN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'MH', 'PT', 'SY']
C0007709	['FN', 'ET', 'LA', 'LPDN', 'LPN', 'MH', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'PM', 'SY']
C0008010	['PM', 'PM', 'PM', 'PM', 'PM', 'ET', 'PM', 'MH', 'PN', 'PT', 'PT', 'SY', 'PT', 'PT', 'PT']
C0008266	['ET', 'PT', 'PT', 'PT', 'PT', 'MH', 'PT', 'SY']
C0008422	['PM', 'MH', 'PM', 'PM']
C0008537	['PM', 'PN', 'PT', 'MH', 'PM']
C0008545	['FN', 'ET', 'PM', 'PT', 'PT', 'PT', 'PT', 'MH', 'SY']
C0008572	['PM', 'PN', 'PT', 'PT', 'MH', 'PT', 'SY']
C0008633	['AD', 'FN', 'CN', 'LPDN', 'LPN', 'PM', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'MH', 'PN', 'PT', 'PT', 'SY']
C0008641	['ET', 'ET', 'PT', 'ET', 'MH']
C0008642	['PM', 'MH', 'PM', 'PM']
C0008643	['PM', 'MH', 'PM', 'PT', 'SY', 'PM', 'PT', 'PT']
C0008644	['PT', 'SY', 'PM', 'ET', 'FN', 'PM', 'PT', 'MH', 'PM', 'ET']
C0008645	['PT', 'SY', 'PM', 'ET', 'FN', 'PM', 'PT', 'MH', 'PM', 'ET']
C0008646	['PT', 'SY', 'PM', 'ET', 'FN', 'PM', 'PT', 'MH', 'PM', 'PM', 'ET']
C0008647	['PT', 'SY', 'PM', 'ET', 'FN', 'PM', 'PT', 'MH', 'PM', 'ET']
C0008648	['SY', 'PT', 'SY', 'PM', 'ET', 'PM', 'FN', 'PT', 'MH', 'SY', 'PM', 'ET', 'PT']
C0008649	['PT', 'SY', 'PM', 'ET', 'FN', 'PM', 'PT', 'MH', 'PM', 'ET']
C0008650	['PT', 'PM', 'ET', 'PM', 'MH', 'PM', 'ET']
C0008651	['SY', 'SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'SY', 'MH']
C0008652	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008653	['PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008654	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008655	['SY', 'SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008656	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008657	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008658	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008659	['PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008660	['SY', 'SY', 'PT', 'PT', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008661	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008662	['SY', 'SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH', 'PN']
C0008663	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008664	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008665	['SY', 'SY', 'SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'SY', 'MH']
C0008666	['SY', 'SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008667	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008668	['SY', 'SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH', 'PN']
C0008669	['SY', 'SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008670	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008671	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008672	['SY', 'PT', 'PT', 'DN', 'ET', 'LA', 'PT', 'PT', 'PT', 'SY', 'FN', 'PT', 'PT', 'MH']
C0008778	['MH', 'PN', 'PT', 'FN', 'ET', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'ET', 'SY']
C0009013	['PT', 'SY', 'ET', 'SY', 'PM', 'SY', 'PM', 'FN', 'PM', 'PT', 'MH', 'PN', 'PT', 'SY', 'PM', 'PT', 'PT', 'SY', 'ET', 'SY', 'PT', 'SY']
C0009781	['SY', 'SY', 'PM', 'SY', 'PM', 'PT', 'PM', 'PT', 'PT', 'PT', 'MH', 'PT', 'PT', 'PT']
C0010834	['MH', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY', 'SY', 'SY', 'AD', 'PM']
C0010835	['PM', 'PT', 'FN', 'PEP', 'PT', 'PT', 'PM', 'PM']
C0010837	['PT', 'PM', 'PT', 'MH', 'PN', 'PT', 'PT', 'PT', 'PM', 'PM']
C0010851	['PM', 'PT', 'SY', 'PEP', 'PT', 'SY', 'PM', 'PM', 'PT']
C0010853	['SY', 'SY', 'AD', 'LPDN', 'LPN', 'MH', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PM', 'ET']
C0011305	['FN', 'PM', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'MH', 'PN', 'PT', 'PT', 'SY', 'AD']
C0011306	['SY', 'SY', 'PM', 'SY', 'PM', 'DN', 'PM', 'PT', 'PT', 'PT', 'SY', 'MH', 'PN', 'PT', 'PT', 'SY']
C0011703	['SY', 'SY', 'FN', 'ET', 'LPDN', 'LPN', 'PM', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'MH', 'PT', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY']
C0013485	['PM', 'PM', 'PM', 'PM', 'PM', 'PM', 'PM', 'ET', 'MH', 'PM', 'PM', 'PM', 'ET']
C0013921	['PM', 'PM', 'PM', 'ET', 'PM', 'PEP']
C0014239	['FN', 'PT', 'MH', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY', 'SY', 'ET', 'SY', 'SY', 'SY', 'SY', 'SY', 'PM']
C0014355	['PM', 'PM', 'ET', 'ET', 'PM', 'PN', 'PT', 'PT', 'ET', 'SY', 'PM', 'PM', 'ET', 'PM', 'PT', 'SY', 'PM', 'PM', 'MH', 'PT', 'SY', 'PM', 'PM', 'AD', 'PM', 'PM', 'ET']
C0014467	['SY', 'SY', 'LLT', 'SY', 'ET', 'SY', 'SY', 'SY', 'DN', 'PM', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'FN', 'SY', 'SY', 'SY', 'CN', 'LA', 'LLT', 'LPDN', 'LPN', 'MH', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY']
C0014597	['SY', 'PM', 'SY', 'PM', 'FN', 'PM', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'CN', 'LA', 'LPDN', 'LPN', 'MH', 'PN', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY', 'SY']
C0014603	['PM', 'PM', 'PM', 'PT', 'PT', 'SY', 'MH', 'PT', 'SY']
C0014762	['FN', 'ET', 'PM', 'PT', 'PT', 'PT', 'PT', 'SY', 'FN', 'LLT', 'MH', 'PN', 'PT', 'SY', 'SY', 'PM', 'ET', 'CN', 'LPN', 'SY', 'SY', 'SY', 'PM', 'PT', 'SY', 'SY', 'LPDN', 'PM', 'SY', 'SY', 'SY', 'FN', 'SY', 'PT', 'PT', 'SY', 'PT', 'SY', 'SY', 'SY', 'LLT', 'PT', 'PTCS', 'SY', 'SY']
C0014776	['ET', 'ET', 'PM', 'LA', 'SY', 'PT', 'PM', 'PM', 'SY', 'SY', 'PEP', 'PN', 'PM']
C0014778	['FN', 'PM', 'PN', 'PT', 'MH', 'PM', 'PM']
C0014780	['MH', 'PT', 'PT', 'PM', 'PT', 'SY', 'PM']
C0014792	['SY', 'PM', 'SY', 'ET', 'SY', 'PM', 'SY', 'ET', 'SY', 'SY', 'SY', 'SY', 'PM', 'PM', 'FN', 'DN', 'LPDN', 'LPN', 'PM', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'CN', 'IN', 'LA', 'LPDN', 'LPN', 'LS', 'MH', 'PN', 'PT', 'PT', 'PT', 'SY', 'SY', 'PT', 'AD', 'SY', 'SY', 'SY', 'ET', 'LPN', 'PT', 'SY', 'SY', 'SY', 'SY', 'ET', 'PM', 'PT', 'PT', 'SY', 'SY', 'SY', 'ET', 'ET', 'LPDN', 'PT', 'SY', 'SY', 'SY', 'PM', 'SY', 'SY', 'SY', 'ET', 'SY', 'SY', 'SY', 'SY']
C0014793	['PM', 'ET', 'FN', 'PN', 'PT', 'PT', 'SY', 'PT', 'PM', 'MH', 'SY']
C0014802	['PM', 'PM', 'SY', 'PM', 'SY', 'MH', 'PN', 'PM', 'PM', 'FN', 'PT', 'PT', 'PT']
C0015161	['PM', 'PM', 'PT', 'SY', 'PM', 'PT', 'SY', 'MH', 'PN', 'PT', 'PT', 'SY', 'ET']
C0016030	['SY', 'FN', 'SY', 'LPDN', 'PM', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'LPN', 'LS', 'MH', 'PN', 'PT', 'PT', 'SY', 'SY']
C0016192	['MH', 'PT', 'ET', 'ET', 'PT', 'PT', 'PT', 'SY']
C0016390	['SY', 'PM', 'PM', 'FN', 'ET', 'PM', 'PT', 'PT', 'PT', 'SY', 'MH', 'PN', 'PT', 'SY', 'SY', 'PTCS']
C0017471	['SY', 'SY', 'PM', 'PM', 'SY', 'SY', 'PM', 'PM', 'SY', 'SY', 'FN', 'PM', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'DN', 'MH', 'PN', 'PT', 'SY', 'PM', 'PM', 'ET', 'SY', 'SY', 'PT', 'ET', 'SY', 'PT', 'SY', 'SY', 'SY', 'ET', 'SY']
C0017473	['PEP', 'PT', 'PM']
C0017526	['PM', 'PM', 'PM', 'PM', 'PM', 'PT', 'PT', 'PT', 'SY', 'SY', 'PM', 'MH', 'PN', 'SY', 'ET', 'SY', 'FN', 'PT', 'FN', 'SY', 'PM', 'PT', 'SY', 'SY', 'ET', 'SY', 'FN', 'PM', 'PT', 'ET', 'ET', 'SY', 'SY', 'ET', 'PT', 'PT', 'SY']
C0017527	['PM', 'PM', 'FN', 'ET', 'PT', 'PT', 'PT', 'ET', 'SY', 'PM', 'ET', 'PM', 'PM', 'SY', 'PM', 'PM', 'MH']
C0017528	['PM', 'PM', 'MH', 'PM', 'PT', 'FN', 'PT', 'ET', 'PM', 'SY', 'ET']
C0018042	['PM', 'SY', 'PM', 'SY', 'SY', 'SY', 'SY', 'ET', 'SY', 'SY', 'LPDN', 'LPN', 'MH', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY', 'FN', 'MTH_SY', 'ET', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY', 'SY', 'ET', 'SY']
C0018183	['SY', 'SY', 'PT', 'PT', 'SY', 'SY', 'DN', 'PM', 'PN', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY', 'SY', 'CN', 'LPDN', 'LPN', 'MH', 'PT', 'PT', 'PT', 'SY', 'SY', 'FN', 'PT', 'SY', 'LPDN', 'LPN', 'AD', 'PT', 'SY', 'SYGB', 'PT', 'SY', 'SY']
C0018207	['PM', 'SY', 'PM', 'PT', 'PT', 'PM', 'PN', 'PT', 'PT', 'PT', 'SY', 'MH', 'SY', 'SY', 'PT']
C0018496	['PM', 'PN', 'ET', 'PT', 'SY', 'PM', 'PM', 'PM', 'PT', 'ET', 'SY', 'SY', 'PT', 'SY', 'FN', 'PT', 'PT', 'PT', 'SY', 'PM', 'PM', 'PT', 'SY', 'SY', 'MH', 'PM']
C0018497	['ET', 'ET', 'PM', 'SY', 'PM', 'ET', 'PT', 'ET', 'ET', 'PM', 'MH', 'PM', 'ET', 'ET', 'PN', 'FN', 'SY', 'SY', 'PT', 'PM', 'PT', 'PT', 'SY', 'ET', 'SY']
C0018871	['PM', 'CN', 'LLT', 'LPDN', 'LPN', 'MH', 'PN', 'PT', 'PT', 'PT', 'PT', 'FN', 'PT', 'PT', 'SY', 'SY']
C0018873	['PM', 'PM', 'PM', 'PT', 'SY', 'MH', 'PT', 'PT', 'SY', 'PT']
C0018894	['SY', 'SY', 'SY', 'SY', 'PM', 'SY', 'PM', 'FN', 'ET', 'PT', 'SY', 'ET', 'SY', 'PM', 'FN', 'ET', 'PT', 'PT', 'SY', 'SY', 'PM', 'PT', 'PT', 'SY', 'PM', 'SY', 'SY', 'ET', 'SY', 'SY', 'PM', 'SY', 'SY', 'PM', 'SY', 'PM', 'PM', 'PM', 'PN', 'PT', 'ET', 'ET', 'SY', 'ET', 'PM', 'SY', 'PM', 'SY', 'PM', 'PM', 'PM', 'SY', 'SY', 'SY', 'SY', 'PM', 'PM', 'PM', 'SY', 'PM', 'PM', 'PM', 'ET', 'SY', 'LLT', 'SY', 'PT', 'PM', 'DN', 'PM', 'PM', 'ET', 'MH', 'ET', 'SY']
C0018956	['PT', 'SY', 'PM', 'PM', 'SY', 'PM', 'PM', 'PTGB', 'SY', 'PM', 'SY', 'CN', 'ET', 'LPDN', 'LPN', 'LS', 'SY', 'FN', 'DN', 'PM', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'MH', 'PN', 'PT', 'SY', 'SY', 'SY', 'PT', 'SY', 'SY', 'ET', 'PM', 'ET', 'PM', 'ET']
C0019000	['SY', 'PM', 'PT', 'PT', 'PN', 'MH', 'SY']
C0019397	['SY', 'FN', 'MH', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PM']
C0019612	['SY', 'PT', 'SY', 'ET', 'PM', 'PT', 'PT', 'SY', 'SY', 'CN', 'LA', 'LPDN', 'LPN', 'MH', 'PN', 'PT', 'SY', 'SY', 'SY', 'SY', 'SY', 'FN', 'PT', 'SY']
C0020200	['PM', 'PM', 'PM', 'PM', 'PM', 'MH', 'PN', 'PM', 'PM', 'PM', 'ET']
C0020204	['SY', 'FN', 'ET', 'PT', 'PT', 'PT', 'PT', 'MH', 'PT', 'SY']
C0021158	['PM', 'PM', 'MH', 'PM', 'CN', 'ET', 'LPDN', 'LPN', 'FN', 'PM', 'PT']
C0021770	['PM', 'PM', 'PM', 'PT', 'PT', 'PT', 'PT', 'PT', 'MH', 'PT', 'SY']
C0021792	['SY', 'PM', 'SY', 'ET', 'SY', 'PM', 'PT', 'PT', 'PT', 'SY', 'MH', 'PT', 'SY', 'SY', 'SY', 'PM', 'PM']
C0021868	['ET', 'PM', 'PT', 'PT', 'SY', 'MH', 'PM', 'ET', 'SY', 'PT']
C0022539	['PM', 'PM', 'PM', 'PM', 'PM', 'PM', 'ET', 'ET', 'PM', 'MH']
C0022567	['PT', 'PT', 'FN', 'PM', 'PN', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY', 'MH', 'PT', 'PT', 'SY']
C0022686	['SY', 'SY', 'SY', 'ET', 'SY', 'PT', 'SY', 'PN', 'PT', 'PT']
C0022687	['PM', 'PM', 'PM', 'SY', 'PM', 'PM', 'PM', 'MH', 'ET', 'PM', 'PT', 'AB', 'ET', 'SY', 'AB', 'PT', 'SY', 'PM', 'PM', 'PT', 'ET', 'PN', 'PT', 'PT', 'SY', 'SY']
C0022688	['PM', 'PM', 'SY', 'PM', 'PM', 'SY', 'SY', 'PT', 'SY', 'SY', 'PM', 'SY', 'MH', 'SY', 'FN', 'DN', 'PM', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'ET', 'PN', 'PT', 'PT', 'LA', 'ET', 'PM', 'PT', 'SY', 'SY', 'SY', 'ET', 'SY', 'SY', 'PT', 'SY', 'SY', 'PT']
C0022801	['PM', 'PM', 'PN', 'PT', 'SY', 'SY', 'FN', 'ET', 'PT', 'PT', 'SY', 'SY', 'MH', 'PT', 'PT', 'SY', 'PT', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY']
C0022827	['SY', 'PM', 'PM', 'PM', 'PM', 'PM', 'PM', 'PM', 'PM', 'PM', 'ET', 'PM', 'PM', 'PT', 'ET', 'PT', 'MH', 'PM', 'ET', 'PM', 'PM', 'PM', 'ET', 'ET']
C0022891	['SY', 'PM', 'PM', 'PT', 'PM', 'SY', 'MH', 'PN', 'SY', 'SY', 'PT', 'SY', 'FN', 'PT', 'PT', 'SY', 'SY', 'PM', 'ET']
C0023005	['SY', 'PM', 'PM', 'SY', 'SY', 'PM', 'PM', 'PM', 'ET', 'PM', 'ET', 'SY', 'DN', 'ET', 'PN', 'PT', 'PT', 'PT', 'PT', 'MH', 'PT', 'SY', 'SY', 'FN', 'PT', 'PT', 'SY', 'SY']
C0023172	['SY', 'PM', 'SY', 'SY', 'SY', 'PM', 'PT', 'PT', 'PEP', 'SY', 'FN', 'PN', 'PT', 'PT', 'SY', 'SY', 'CN', 'LLT', 'LPDN', 'LPN']
C0023516	['PM', 'ET', 'PM', 'SY', 'ET', 'SY', 'SY', 'SY', 'SY', 'SY', 'PM', 'PM', 'PTGB', 'SY', 'SY', 'PT', 'PT', 'SY', 'FN', 'PM', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'CN', 'DN', 'ET', 'IN', 'LA', 'LPDN', 'LPN', 'LS', 'MH', 'PN', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY', 'SY', 'ET', 'SY', 'LLT', 'LPN', 'PT', 'PT', 'SY', 'PT', 'PM', 'PT', 'SY', 'SY', 'SY', 'SY', 'ET', 'ET', 'LLT', 'LPDN', 'PT', 'SY', 'SY', 'SY', 'PM', 'ET', 'SY']
C0023517	['SY', 'PT', 'SY', 'PM', 'MH', 'ET', 'SY', 'SY', 'ET', 'PT', 'PT', 'PT', 'SY', 'PN', 'PT']
C0023602	['SY', 'PM', 'PM', 'SY', 'SY', 'SY', 'PM', 'PM', 'PT', 'SY', 'SY', 'SY', 'SY', 'SY', 'PM', 'ET', 'ET', 'PT', 'PT', 'SY', 'SY', 'MH', 'PT', 'PT', 'SY', 'FN', 'PN', 'PT', 'ET', 'SY', 'ET']
C0023768	['PT', 'PM', 'ET', 'PT', 'PM', 'SY', 'MH']
C0024156	['PM', 'PM', 'PM', 'PM', 'PM', 'SY', 'SY', 'SY', 'MH', 'PN', 'PM', 'PT', 'PT', 'PT', 'ET', 'SY']
C0024264	['SY', 'SY', 'FN', 'DN', 'LPDN', 'LPN', 'PM', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'CN', 'LA', 'LLT', 'LPDN', 'LPN', 'MH', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'SY', 'SY']
C0024265	['PM', 'PM', 'PM', 'MH', 'SY', 'SY', 'ET', 'LA', 'PM', 'PN', 'SY', 'ET', 'FN', 'PM', 'PT', 'PT', 'PM']
C0024369	['SY', 'SY', 'SY', 'FN', 'ET', 'LPDN', 'LPN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'MH', 'PN', 'PT', 'SY']
C0024432	['PM', 'PM', 'ET', 'SY', 'FN', 'DN', 'ET', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'SY', 'PM', 'PM', 'CN', 'LPDN', 'LPN', 'MH', 'PT', 'PT', 'SY', 'SY', 'PM', 'PM', 'ET', 'PM', 'PM', 'ET', 'SY']
C0024880	['PM', 'SY', 'ET', 'SY', 'PM', 'SY', 'PM', 'SY', 'SY', 'FN', 'DN', 'PM', 'PN', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'PT', 'LPDN', 'LPN', 'MH', 'PT', 'SY', 'SY', 'ET', 'SY', 'SY', 'SY', 'SY', 'SY', 'SY', 'PM', 'SY', 'SY', 'PM']
